Area_Name,Auto_Theft_Stolen,CPA_Cases_Registered,Victims_Total,Cases_Property_Stolen,Rape_Cases_Reported
Odisha,48.0,,,4205,
Punjab,103.0,,,20,
Rajasthan,224.0,,,19,
Tamil Nadu,34.0,,,32,
Tripura,2.0,,,13,
Uttar Pradesh,161.0,,,34,
Uttarakhand,17.0,,,2,
West Bengal,56.0,,,430,
Andhra Pradesh,75.0,,,678,
Arunachal Pradesh,0.0,,,0,
Assam,218.0,,,74,
Bihar,8.0,,,30,
Chandigarh,0.0,,,398,
Chhattisgarh,39.0,,,0,
Dadra & Nagar Haveli,1.0,,,1420,
Delhi,562.0,,,0,
Gujarat,191.0,,,196,
Haryana,227.0,,,16,
Himachal Pradesh,0.0,,,528,
Jammu & Kashmir,0.0,,,831,
Jharkhand,2.0,,,131,
Karnataka,109.0,,,190,
Kerala,158.0,,,10,
Madhya Pradesh,255.0,,,3,
Maharashtra,409.0,,,3596,
Manipur,8.0,,,37,
Meghalaya,6.0,,,1193,
Mizoram,3.0,,,669,
Nagaland,2.0,,,54,
Odisha,184.0,,,0,
Punjab,53.0,,,426,
Rajasthan,84.0,,,367,
Tamil Nadu,175.0,,,606,
Uttar Pradesh,133.0,,,0,
West Bengal,173.0,,,859,
Andhra Pradesh,223.0,,,4189,
Assam,173.0,,,151,
Bihar,21.0,,,10,
Chandigarh,0.0,,,14,
Chhattisgarh,243.0,,,6,
Daman & Diu,0.0,,,93,
Delhi,427.0,,,2,
Gujarat,292.0,,,715,
Haryana,232.0,,,442,
Himachal Pradesh,2.0,,,0,
Jammu & Kashmir,55.0,,,160,
Jharkhand,17.0,,,212,
Karnataka,341.0,,,364,
Kerala,46.0,,,0,
Madhya Pradesh,287.0,,,1466,
Maharashtra,225.0,,,0,
Manipur,5.0,,,254,
Meghalaya,5.0,,,11,
Mizoram,2.0,,,6004,
Nagaland,19.0,,,658,
Odisha,199.0,,,193,
Puducherry,4.0,,,142,
Punjab,58.0,,,10,
Rajasthan,59.0,,,6,
Tamil Nadu,178.0,,,3579,
Tripura,1.0,,,36,
Uttar Pradesh,109.0,,,999,
Uttarakhand,2.0,,,941,
West Bengal,103.0,,,75,
Andaman & Nicobar Islands,1.0,,,418,
Andhra Pradesh,478.0,,,188,
Arunachal Pradesh,0.0,,,606,
Assam,49.0,,,2665,
Bihar,32.0,,,4,
Chandigarh,2.0,,,798,
Chhattisgarh,276.0,,,4578,
Dadra & Nagar Haveli,1.0,,,336,
Daman & Diu,0.0,,,32,
Delhi,571.0,,,102,
Gujarat,367.0,,,8,
Haryana,349.0,,,1203,
Himachal Pradesh,5.0,,,3,
Jammu & Kashmir,69.0,,,938,
Jharkhand,19.0,,,946,
Karnataka,334.0,,,0,
Kerala,62.0,,,102,
Madhya Pradesh,191.0,,,20,
Maharashtra,103.0,,,556,
Manipur,4.0,,,0,
Meghalaya,5.0,,,1889,
Mizoram,5.0,,,0,
Nagaland,12.0,,,663,
Odisha,254.0,,,45,
Puducherry,2.0,,,1177,
Punjab,43.0,,,1074,
Rajasthan,36.0,,,220,
Tamil Nadu,60.0,,,150,
Uttar Pradesh,114.0,,,24,
Uttarakhand,18.0,,,3,
West Bengal,122.0,,,2870,
Andaman & Nicobar Islands,1.0,,,70,
Andhra Pradesh,439.0,,,887,
Arunachal Pradesh,0.0,,,986,
Assam,71.0,,,72,
Bihar,53.0,,,202,
Chandigarh,12.0,,,156,
Chhattisgarh,129.0,,,503,
Dadra & Nagar Haveli,4.0,,,2329,
Delhi,458.0,,,0,
Goa,1.0,,,569,
Gujarat,175.0,,,5195,
Haryana,96.0,,,356,
Himachal Pradesh,11.0,,,275,
Jammu & Kashmir,80.0,,,47,
Jharkhand,17.0,,,5,
Karnataka,219.0,,,90,
Kerala,1.0,,,2,
Madhya Pradesh,205.0,,,1110,
Maharashtra,152.0,,,182,
Manipur,0.0,,,0,
Meghalaya,4.0,,,105,
Mizoram,0.0,,,35,
Nagaland,48.0,,,264,
Odisha,48.0,,,0,
Puducherry,2.0,,,2363,
Punjab,59.0,,,0,
Rajasthan,30.0,,,435,
Sikkim,3.0,,,20,
Tamil Nadu,201.0,,,763,
Uttar Pradesh,126.0,,,1068,
Uttarakhand,7.0,,,234,
West Bengal,318.0,,,155,
Andaman & Nicobar Islands,1.0,,,20,
Andhra Pradesh,399.0,,,0,
Arunachal Pradesh,0.0,,,2345,
Assam,24.0,,,40,
Bihar,62.0,,,806,
Chandigarh,6.0,,,1013,
Chhattisgarh,110.0,,,92,
Daman & Diu,5.0,,,176,
Delhi,536.0,,,247,
Gujarat,180.0,,,883,
Haryana,233.0,,,2365,
Himachal Pradesh,16.0,,,44,
Jammu & Kashmir,43.0,,,768,
Jharkhand,36.0,,,5599,
Karnataka,224.0,,,213,
Kerala,164.0,,,79,
Madhya Pradesh,256.0,,,35,
Maharashtra,287.0,,,235,
Manipur,0.0,,,155,
Meghalaya,4.0,,,2,
Mizoram,0.0,,,1176,
Nagaland,7.0,,,163,
Odisha,43.0,,,0,
Puducherry,2.0,,,111,
Punjab,59.0,,,45,
Rajasthan,61.0,,,222,
Tamil Nadu,357.0,,,0,
Tripura,2.0,,,2263,
Uttar Pradesh,110.0,,,0,
Uttarakhand,72.0,,,840,
West Bengal,81.0,,,32,
Andaman & Nicobar Islands,1.0,,,474,
Andhra Pradesh,435.0,,,493,
Arunachal Pradesh,0.0,,,243,
Assam,210.0,,,183,
Bihar,268.0,,,18,
Chandigarh,8.0,,,1,
Chhattisgarh,129.0,,,2624,
Delhi,540.0,,,39,
Goa,2.0,,,720,
Gujarat,274.0,,,1214,
Haryana,236.0,,,45,
Himachal Pradesh,32.0,,,6,
Jammu & Kashmir,191.0,,,428,
Jharkhand,12.0,,,964,
Karnataka,618.0,,,2590,
Kerala,152.0,,,0,
Madhya Pradesh,496.0,,,539,
Maharashtra,145.0,,,6319,
Manipur,7.0,,,156,
Meghalaya,13.0,,,27,
Mizoram,5.0,,,89,
Nagaland,61.0,,,272,
Odisha,61.0,,,188,
Puducherry,2.0,,,0,
Punjab,75.0,,,1273,
Rajasthan,111.0,,,1568,
Tamil Nadu,77.0,,,0,
Tripura,1.0,,,153,
Uttar Pradesh,202.0,,,129,
Uttarakhand,12.0,,,467,
West Bengal,68.0,,,0,
Andhra Pradesh,349.0,,,1900,
Arunachal Pradesh,0.0,,,4,
Assam,848.0,,,622,
Bihar,456.0,,,84,
Chandigarh,5.0,,,687,
Chhattisgarh,150.0,,,2201,
Delhi,457.0,,,22,
Gujarat,204.0,,,338,
Haryana,325.0,,,2,
Himachal Pradesh,7.0,,,0,
Jammu & Kashmir,139.0,,,624,
Jharkhand,123.0,,,24,
Karnataka,558.0,,,953,
Kerala,96.0,,,391,
Madhya Pradesh,343.0,,,26,
Maharashtra,98.0,,,161,
Manipur,29.0,,,469,
Meghalaya,21.0,,,847,
Mizoram,4.0,,,472,
Nagaland,60.0,,,0,
Odisha,96.0,,,1764,
Puducherry,3.0,,,2175,
Punjab,213.0,,,19,
Rajasthan,110.0,,,125,
Tamil Nadu,181.0,,,11,
Tripura,1.0,,,71,
Uttar Pradesh,258.0,,,950,
Uttarakhand,4.0,,,4,
West Bengal,118.0,,,131,
Andhra Pradesh,531.0,,,752,
Arunachal Pradesh,0.0,,,2,
Assam,88.0,,,670,
Bihar,92.0,,,63,
Chandigarh,1.0,,,3090,
Chhattisgarh,68.0,,,191,
Dadra & Nagar Haveli,2.0,,,660,
Delhi,514.0,,,7,
Goa,2.0,,,635,
Gujarat,305.0,,,96,
Haryana,241.0,,,607,
Himachal Pradesh,27.0,,,2287,
Jammu & Kashmir,78.0,,,26,
Jharkhand,22.0,,,326,
Karnataka,774.0,,,1,
Kerala,157.0,,,1,
Madhya Pradesh,487.0,,,502,
Maharashtra,253.0,,,22,
Manipur,6.0,,,1069,
Meghalaya,23.0,,,330,
Mizoram,3.0,,,15,
Nagaland,33.0,,,163,
Odisha,67.0,,,780,
Puducherry,5.0,,,972,
Punjab,86.0,,,590,
Rajasthan,195.0,,,0,
Tamil Nadu,58.0,,,1829,
Tripura,8.0,,,2091,
Uttar Pradesh,219.0,,,6,
Uttarakhand,8.0,,,109,
West Bengal,125.0,,,7,
Andhra Pradesh,482.0,,,108,
Arunachal Pradesh,0.0,,,934,
Assam,106.0,,,6,
Bihar,173.0,,,110,
Chandigarh,1.0,,,637,
Chhattisgarh,70.0,,,4,
Dadra & Nagar Haveli,3.0,,,651,
Delhi,465.0,,,56,
Goa,1.0,,,2232,
Gujarat,457.0,,,161,
Haryana,431.0,,,544,
Himachal Pradesh,15.0,,,7,
Jammu & Kashmir,45.0,,,640,
Jharkhand,0.0,,,60,
Karnataka,217.0,,,523,
Kerala,136.0,,,2463,
Madhya Pradesh,454.0,,,12,
Maharashtra,250.0,,,331,
Manipur,16.0,,,6,
Meghalaya,15.0,,,1,
Mizoram,36.0,,,441,
Nagaland,17.0,,,21,
Odisha,61.0,,,1241,
Puducherry,3.0,,,281,
Punjab,97.0,,,17,
Rajasthan,153.0,,,154,
Tamil Nadu,80.0,,,808,
Tripura,0.0,,,861,
Uttar Pradesh,291.0,,,574,
Uttarakhand,11.0,,,0,
West Bengal,144.0,,,1577,
Andaman & Nicobar Islands,1.0,,,2054,
Andhra Pradesh,624.0,,,6,
Arunachal Pradesh,1.0,,,133,
Assam,26.0,,,21,
Bihar,309.0,,,78,
Chandigarh,0.0,,,864,
Chhattisgarh,139.0,,,11,
Delhi,458.0,,,108,
Goa,1.0,,,579,
Gujarat,461.0,,,3,
Haryana,435.0,,,514,
Himachal Pradesh,36.0,,,69,
Jammu & Kashmir,74.0,,,1526,
Jharkhand,48.0,,,140,
Karnataka,503.0,,,598,
Kerala,94.0,,,3,
Madhya Pradesh,410.0,,,563,
Maharashtra,261.0,,,45,
Manipur,3.0,,,505,
Meghalaya,8.0,,,2986,
Mizoram,13.0,,,6,
Nagaland,51.0,,,363,
Odisha,148.0,,,2,
Puducherry,1.0,,,1,
Punjab,87.0,,,461,
Rajasthan,169.0,,,17,
Tamil Nadu,114.0,,,1113,
Tripura,3.0,,,244,
Uttar Pradesh,320.0,,,20,
Uttarakhand,12.0,,,129,
West Bengal,308.0,,,780,
Andaman & Nicobar Islands,4.0,,,1024,
Andhra Pradesh,3115.0,,,606,
Arunachal Pradesh,36.0,,,0,
Assam,438.0,,,1526,
Bihar,1136.0,,,2162,
Chandigarh,494.0,,,3,
Chhattisgarh,942.0,,,73,
Dadra & Nagar Haveli,15.0,,,6,
Delhi,7981.0,,,27,
Goa,178.0,,,952,
Gujarat,5537.0,,,1,
Haryana,3120.0,,,78,
Himachal Pradesh,145.0,,,611,
Jammu & Kashmir,633.0,,,5,
Jharkhand,239.0,,,464,
Karnataka,3863.0,,,46,
Kerala,1795.0,,,2022,
Madhya Pradesh,4323.0,,,134,
Maharashtra,8887.0,,,535,
Manipur,71.0,,,4,
Meghalaya,57.0,,,784,
Mizoram,20.0,,,77,
Nagaland,119.0,,,451,
Odisha,1011.0,,,2374,
Puducherry,284.0,,,12,
Punjab,1270.0,,,401,
Rajasthan,4039.0,,,2,
Sikkim,6.0,,,0,
Tamil Nadu,4260.0,,,510,
Tripura,10.0,,,25,
Uttar Pradesh,5790.0,,,935,
Uttarakhand,374.0,,,374,
West Bengal,2579.0,,,22,
Andaman & Nicobar Islands,2.0,,,116,
Andhra Pradesh,3450.0,,,698,
Arunachal Pradesh,51.0,,,1202,
Assam,680.0,,,544,
Bihar,1148.0,,,0,
Chandigarh,617.0,,,1557,
Chhattisgarh,1126.0,,,2362,
Dadra & Nagar Haveli,37.0,,,8,
Daman & Diu,36.0,,,83,
Delhi,7604.0,,,6,
Goa,151.0,,,80,
Gujarat,6256.0,,,998,
Haryana,3054.0,,,5,
Himachal Pradesh,152.0,,,85,
Jammu & Kashmir,664.0,,,548,
Jharkhand,718.0,,,4,
Karnataka,4281.0,,,437,
Kerala,1978.0,,,61,
Madhya Pradesh,4845.0,,,1621,
Maharashtra,9130.0,,,138,
Manipur,119.0,,,426,
Meghalaya,58.0,,,5,
Mizoram,31.0,,,669,
Nagaland,161.0,,,74,
Odisha,1028.0,,,544,
Puducherry,258.0,,,2169,
Punjab,1345.0,,,34,
Rajasthan,4433.0,,,439,
Sikkim,5.0,,,5,
Tamil Nadu,4677.0,,,1,
Tripura,73.0,,,541,
Uttar Pradesh,5689.0,,,16,
Uttarakhand,352.0,,,932,
West Bengal,3438.0,,,408,
Andaman & Nicobar Islands,5.0,,,29,
Andhra Pradesh,4732.0,,,112,
Arunachal Pradesh,50.0,,,772,
Assam,756.0,,,1349,
Bihar,1340.0,,,605,
Chandigarh,566.0,,,0,
Chhattisgarh,1131.0,,,1770,
Dadra & Nagar Haveli,15.0,,,2540,
Daman & Diu,27.0,,,8,
Delhi,7688.0,,,65,
Goa,134.0,,,10,
Gujarat,7244.0,,,82,
Haryana,3293.0,,,1184,
Himachal Pradesh,218.0,,,3,
Jammu & Kashmir,576.0,,,142,
Jharkhand,347.0,,,581,
Karnataka,4333.0,,,9,
Kerala,1668.0,,,450,
Lakshadweep,1.0,,,71,
Madhya Pradesh,5208.0,,,1565,
Maharashtra,9271.0,,,113,
Manipur,124.0,,,426,
Meghalaya,108.0,,,9,
Mizoram,56.0,,,604,
Nagaland,225.0,,,75,
Odisha,1076.0,,,496,
Puducherry,295.0,,,1787,
Punjab,1427.0,,,37,
Rajasthan,5267.0,,,427,
Sikkim,3.0,,,3,
Tamil Nadu,4581.0,,,2,
Tripura,53.0,,,557,
Uttar Pradesh,4720.0,,,22,
Uttarakhand,369.0,,,1057,
West Bengal,2581.0,,,502,
Andaman & Nicobar Islands,9.0,,,23,
Andhra Pradesh,4741.0,,,107,
Arunachal Pradesh,75.0,,,771,
Assam,894.0,,,1307,
Bihar,2083.0,,,726,
Chandigarh,674.0,,,0,
Chhattisgarh,1316.0,,,1975,
Dadra & Nagar Haveli,24.0,,,2732,
Daman & Diu,12.0,,,11,
Delhi,8924.0,,,56,
Goa,125.0,,,4,
Gujarat,6936.0,,,74,
Haryana,3735.0,,,1273,
Himachal Pradesh,213.0,,,8,
Jammu & Kashmir,573.0,,,138,
Jharkhand,718.0,,,723,
Karnataka,5733.0,,,6,
Kerala,1717.0,,,495,
Madhya Pradesh,6246.0,,,64,
Maharashtra,11307.0,,,1417,
Manipur,109.0,,,144,
Meghalaya,140.0,,,427,
Mizoram,0.0,,,14,
Nagaland,122.0,,,599,
Odisha,1404.0,,,79,
Puducherry,322.0,,,568,
Punjab,1188.0,,,1592,
Rajasthan,6395.0,,,23,
Sikkim,6.0,,,500,
Tamil Nadu,4005.0,,,0,
Tripura,36.0,,,4,
Uttar Pradesh,8452.0,,,541,
Uttarakhand,471.0,,,23,
West Bengal,2668.0,,,1302,
Andaman & Nicobar Islands,6.0,,,555,
Andhra Pradesh,5465.0,,,20,
Arunachal Pradesh,119.0,,,60,
Assam,957.0,,,761,
Bihar,2134.0,,,1610,
Chandigarh,579.0,,,725,
Chhattisgarh,1619.0,,,0,
Dadra & Nagar Haveli,22.0,,,2234,
Daman & Diu,27.0,,,2984,
Delhi,8883.0,,,7,
Goa,195.0,,,63,
Gujarat,7098.0,,,6,
Haryana,5276.0,,,87,
Himachal Pradesh,172.0,,,1315,
Jammu & Kashmir,504.0,,,10,
Jharkhand,773.0,,,167,
Karnataka,5977.0,,,777,
Kerala,1946.0,,,7,
Madhya Pradesh,6551.0,,,662,
Maharashtra,12213.0,,,95,
Manipur,92.0,,,1404,
Meghalaya,119.0,,,115,
Mizoram,0.0,,,613,
Nagaland,248.0,,,11,
Odisha,1626.0,,,536,
Puducherry,235.0,,,55,
Punjab,1190.0,,,680,
Rajasthan,6429.0,,,1619,
Sikkim,5.0,,,27,
Tamil Nadu,3583.0,,,554,
Tripura,57.0,,,2,
Uttar Pradesh,7619.0,,,4,
Uttarakhand,521.0,,,515,
West Bengal,2435.0,,,29,
Andaman & Nicobar Islands,6.0,,,1412,
Andhra Pradesh,5470.0,,,679,
Arunachal Pradesh,74.0,,,21,
Assam,1405.0,,,61,
Bihar,2023.0,,,780,
Chandigarh,529.0,,,1825,
Chhattisgarh,2143.0,,,725,
Dadra & Nagar Haveli,15.0,,,0,
Daman & Diu,33.0,,,2270,
Delhi,9402.0,,,3281,
Goa,228.0,,,3,
Gujarat,7191.0,,,67,
Haryana,6588.0,,,4,
Himachal Pradesh,216.0,,,92,
Jammu & Kashmir,559.0,,,1488,
Jharkhand,1229.0,,,9,
Karnataka,6006.0,,,171,
Kerala,2019.0,,,828,
Lakshadweep,2.0,,,4,
Madhya Pradesh,7651.0,,,1143,
Maharashtra,12814.0,,,77,
Manipur,119.0,,,1629,
Meghalaya,135.0,,,151,
Mizoram,68.0,,,751,
Nagaland,155.0,,,7,
Odisha,1571.0,,,533,
Puducherry,320.0,,,69,
Punjab,1545.0,,,662,
Rajasthan,6977.0,,,1538,
Sikkim,8.0,,,67,
Tamil Nadu,3009.0,,,552,
Tripura,28.0,,,3,
Uttar Pradesh,8349.0,,,0,
Uttarakhand,499.0,,,599,
West Bengal,2714.0,,,36,
Andaman & Nicobar Islands,8.0,,,1367,
Andhra Pradesh,6309.0,,,734,
Arunachal Pradesh,116.0,,,11,
Assam,1801.0,,,56,
Bihar,2393.0,,,709,
Chandigarh,853.0,,,1949,
Chhattisgarh,1933.0,,,524,
Dadra & Nagar Haveli,19.0,,,0,
Daman & Diu,28.0,,,1918,
Delhi,8874.0,,,3680,
Goa,220.0,,,2,
Gujarat,8019.0,,,66,
Haryana,6736.0,,,16,
Himachal Pradesh,265.0,,,63,
Jammu & Kashmir,514.0,,,1491,
Jharkhand,1738.0,,,5,
Karnataka,6073.0,,,241,
Kerala,2110.0,,,872,
Lakshadweep,2.0,,,7,
Madhya Pradesh,8822.0,,,1817,
Maharashtra,13910.0,,,63,
Manipur,157.0,,,2007,
Meghalaya,93.0,,,152,
Mizoram,70.0,,,798,
Nagaland,233.0,,,65,
Odisha,1733.0,,,16435,
Puducherry,498.0,,,443,
Punjab,2062.0,,,5367,
Rajasthan,7933.0,,,9695,
Sikkim,11.0,,,1529,
Tamil Nadu,2888.0,,,4812,
Tripura,55.0,,,45,
Uttar Pradesh,9485.0,,,39,
Uttarakhand,545.0,,,19276,
West Bengal,2424.0,,,572,
Andaman & Nicobar Islands,11.0,,,15625,
Andhra Pradesh,7848.0,,,6115,
Arunachal Pradesh,60.0,,,596,
Assam,1878.0,,,1919,
Bihar,2675.0,,,3236,
Chandigarh,1094.0,,,12868,
Chhattisgarh,2118.0,,,5365,
Dadra & Nagar Haveli,19.0,,,10,
Daman & Diu,33.0,,,20263,
Delhi,11027.0,,,39667,
Goa,253.0,,,217,
Gujarat,9943.0,,,271,
Haryana,7893.0,,,878,
Himachal Pradesh,329.0,,,163,
Jammu & Kashmir,672.0,,,5550,
Jharkhand,2471.0,,,528,
Karnataka,9202.0,,,3023,
Kerala,2001.0,,,14685,
Lakshadweep,1.0,,,54,
Madhya Pradesh,11029.0,,,16707,
Maharashtra,16909.0,,,259,
Manipur,297.0,,,24064,
Meghalaya,132.0,,,1419,
Mizoram,43.0,,,14245,
Nagaland,251.0,,,49,
Odisha,1975.0,,,19058,
Puducherry,443.0,,,395,
Punjab,2160.0,,,5555,
Rajasthan,9496.0,,,10145,
Sikkim,9.0,,,1647,
Tamil Nadu,3747.0,,,4302,
Tripura,65.0,,,72,
Uttar Pradesh,10371.0,,,56,
Uttarakhand,645.0,,,16625,
West Bengal,2567.0,,,493,
Andaman & Nicobar Islands,10.0,,,15616,
Andhra Pradesh,8257.0,,,5962,
Arunachal Pradesh,109.0,,,560,
Assam,1709.0,,,2020,
Bihar,3674.0,,,4374,
Chandigarh,1117.0,,,13818,
Chhattisgarh,2188.0,,,5432,
Dadra & Nagar Haveli,23.0,,,12,
Daman & Diu,31.0,,,20759,
Delhi,13251.0,,,37443,
Goa,346.0,,,255,
Gujarat,11145.0,,,392,
Haryana,8370.0,,,999,
Himachal Pradesh,331.0,,,230,
Jammu & Kashmir,881.0,,,5144,
Jharkhand,2496.0,,,526,
Karnataka,11020.0,,,2963,
Kerala,2028.0,,,14292,
Lakshadweep,5.0,,,64,
Madhya Pradesh,10955.0,,,18599,
Maharashtra,18236.0,,,270,
Manipur,320.0,,,19329,
Meghalaya,180.0,,,1257,
Mizoram,77.0,,,12449,
Nagaland,216.0,,,60,
Odisha,2521.0,,,23042,
Puducherry,502.0,,,370,
Punjab,2842.0,,,5525,
Rajasthan,11783.0,,,10104,
Sikkim,10.0,,,1238,
Tamil Nadu,5198.0,,,4170,
Tripura,71.0,,,61,
Uttar Pradesh,14378.0,,,46,
Uttarakhand,702.0,,,15544,
West Bengal,3618.0,,,458,
Andaman & Nicobar Islands,22.0,,,19181,
Andhra Pradesh,7422.0,,,5589,
Arunachal Pradesh,139.0,,,616,
Assam,600.0,,,1949,
Bihar,4271.0,,,3863,
Chandigarh,898.0,,,14180,
Chhattisgarh,2139.0,,,4523,
Dadra & Nagar Haveli,34.0,,,8,
Daman & Diu,28.0,,,20328,
Delhi,15031.0,,,36892,
Goa,372.0,,,252,
Gujarat,9829.0,,,322,
Haryana,11398.0,,,1303,
Himachal Pradesh,334.0,,,179,
Jammu & Kashmir,968.0,,,5243,
Jharkhand,2684.0,,,567,
Karnataka,10639.0,,,3198,
Kerala,1478.0,,,14875,
Madhya Pradesh,12060.0,,,65,
Maharashtra,18605.0,,,18213,
Manipur,286.0,,,276,
Meghalaya,152.0,,,12836,
Mizoram,69.0,,,1277,
Nagaland,277.0,,,12613,
Odisha,2627.0,,,103,
Puducherry,384.0,,,23162,
Punjab,2713.0,,,388,
Rajasthan,13109.0,,,5866,
Sikkim,8.0,,,11113,
Tamil Nadu,5205.0,,,1459,
Tripura,50.0,,,5014,
Uttar Pradesh,16705.0,,,53,
Uttarakhand,853.0,,,27,
West Bengal,4305.0,,,18994,
,,,,493,
,,,,18452,
,,,,6558,
,,,,636,
,,,,1939,
,,,,4374,
,,,,16093,
,,,,5010,
,,,,5,
,,,,22557,
,,,,43629,
,,,,244,
,,,,393,
,,,,610,
,,,,172,
,,,,5959,
,,,,634,
,,,,2587,
,,,,17096,
,,,,73,
,,,,17530,
,,,,260,
,,,,19106,
,,,,1500,
,,,,14465,
,,,,92,
,,,,23395,
,,,,531,
,,,,6369,
,,,,10812,
,,,,1373,
,,,,5600,
,,,,74,
,,,,50,
,,,,17955,
,,,,490,
,,,,17834,
,,,,8650,
,,,,689,
,,,,1901,
,,,,5610,
,,,,17008,
,,,,5225,
,,,,7,
,,,,20660,
,,,,46598,
,,,,243,
,,,,431,
,,,,777,
,,,,278,
,,,,6743,
,,,,466,
,,,,2924,
,,,,13361,
,,,,77,
,,,,15851,
,,,,325,
,,,,17557,
,,,,1515,
,,,,12124,
,,,,101,
,,,,23211,
,,,,451,
,,,,7820,
,,,,11752,
,,,,1234,
,,,,5262,
,,,,61,
,,,,63,
,,,,17498,
,,,,486,
,,,,18331,
,,,,10513,
,,,,807,
,,,,1937,
,,,,6173,
,,,,14901,
,,,,5043,
,,,,17,
,,,,21733,
,,,,46250,
,,,,290,
,,,,470,
,,,,740,
,,,,324,
,,,,6559,
,,,,560,
,,,,3945,
,,,,16460,
,,,,113,
,,,,13651,
,,,,392,
,,,,17665,
,,,,1369,
,,,,12532,
,,,,112,
,,,,23856,
,,,,513,
,,,,7754,
,,,,11795,
,,,,1740,
,,,,5381,
,,,,87,
,,,,43,
,,,,17037,
,,,,484,
,,,,18047,
,,,,11047,
,,,,1077,
,,,,1756,
,,,,7067,
,,,,14270,
,,,,5317,
,,,,20,
,,,,22396,
,,,,47498,
,,,,454,
,,,,500,
,,,,732,
,,,,358,
,,,,6830,
,,,,787,
,,,,5171,
,,,,18008,
,,,,118,
,,,,13217,
,,,,411,
,,,,19325,
,,,,1500,
,,,,13747,
,,,,128,
,,,,24324,
,,,,445,
,,,,8012,
,,,,13206,
,,,,1991,
,,,,6079,
,,,,54,
,,,,49,
,,,,18867,
,,,,595,
,,,,20557,
,,,,12709,
,,,,1135,
,,,,2073,
,,,,7269,
,,,,17728,
,,,,5327,
,,,,8,
,,,,24579,
,,,,52664,
,,,,446,
,,,,658,
,,,,734,
,,,,329,
,,,,7132,
,,,,688,
,,,,5468,
,,,,19014,
,,,,127,
,,,,15019,
,,,,499,
,,,,21370,
,,,,1532,
,,,,17334,
,,,,134,
,,,,23922,
,,,,381,
,,,,7644,
,,,,15221,
,,,,1731,
,,,,5792,
,,,,63,
,,,,41,
,,,,21731,
,,,,840,
,,,,19574,
,,,,12912,
,,,,820,
,,,,2517,
,,,,7716,
,,,,20576,
,,,,5196,
,,,,10,
,,,,23260,
,,,,50708,
,,,,394,
,,,,528,
,,,,761,
,,,,347,
,,,,7115,
,,,,711,
,,,,5513,
,,,,11817,
,,,,62,
,,,,15712,
,,,,415,
,,,,24983,
,,,,1340,
,,,,17133,
,,,,121,
,,,,26358,
,,,,445,
,,,,7860,
,,,,15544,
,,,,1481,
,,,,5805,
,,,,63,
,,,,47,
,,,,23088,
,,,,1017,
,,,,16725,
,,,,16266,
,,,,837,
,,,,2490,
,,,,7090,
,,,,20093,
,,,,4065,
,,,,4,
,,,,21523,
,,,,52363,
,,,,417,
,,,,640,
,,,,813,
,,,,372,
,,,,7572,
,,,,534,
,,,,5407,
,,,,20981,
,,,,53,
,,,,14583,
,,,,410,
,,,,27487,
,,,,1779,
,,,,19388,
,,,,143,
,,,,25070,
,,,,858,
,,,,9778,
,,,,18503,
,,,,1948,
,,,,9894,
,,,,106,
,,,,94,
,,,,25170,
,,,,1004,
,,,,24410,
,,,,10536,
,,,,1573,
,,,,3531,
,,,,5764,
,,,,21039,
,,,,10442,
,,,,12,
,,,,37554,
,,,,60173,
,,,,455,
,,,,713,
,,,,1516,
,,,,463,
,,,,10167,
,,,,651,
,,,,5950,
,,,,25326,
,,,,129,
,,,,24606,
,,,,579,
,,,,36711,
,,,,2346,
,,,,18204,
,,,,110,
,,,,28340,
,,,,819,
,,,,10269,
,,,,19333,
,,,,2055,
,,,,8687,
,,,,132,
,,,,130,
,,,,22681,
,,,,951,
,,,,24958,
,,,,10266,
,,,,1350,
,,,,3637,
,,,,7668,
,,,,22219,
,,,,11246,
,,,,21,
,,,,37451,
,,,,57544,
,,,,429,
,,,,758,
,,,,1499,
,,,,529,
,,,,9287,
,,,,675,
,,,,6038,
,,,,22730,
,,,,118,
,,,,25825,
,,,,619,
,,,,27826,
,,,,1939,
,,,,19012,
,,,,128,
,,,,33315,
,,,,776,
,,,,10298,
,,,,19211,
,,,,1578,
,,,,8592,
,,,,132,
,,,,107,
,,,,20953,
,,,,847,
,,,,29407,
,,,,10024,
,,,,1392,
,,,,3768,
,,,,7211,
,,,,22463,
,,,,9843,
,,,,14,
,,,,35947,
,,,,57118,
,,,,423,
,,,,728,
,,,,2063,
,,,,437,
,,,,9462,
,,,,720,
,,,,6806,
,,,,23652,
,,,,127,
,,,,24082,
,,,,576,
,,,,18012,
,,,,1948,
,,,,15618,
,,,,175,
,,,,32463,
,,,,730,
,,,,10575,
,,,,21673,
,,,,1775,
,,,,10548,
,,,,112,
,,,,72,
,,,,24902,
,,,,846,
,,,,28241,
,,,,10821,
,,,,1541,
,,,,3621,
,,,,7668,
,,,,24265,
,,,,10598,
,,,,7,
,,,,37646,
,,,,65025,
,,,,392,
,,,,711,
,,,,876,
,,,,281,
,,,,10415,
,,,,730,
,,,,5355,
,,,,24551,
,,,,168,
,,,,22489,
,,,,577,
,,,,26487,
,,,,2181,
,,,,17679,
,,,,172,
,,,,32858,
,,,,949,
,,,,10589,
,,,,20015,
,,,,1796,
,,,,10154,
,,,,126,
,,,,100,
,,,,24493,
,,,,854,
,,,,26642,
